location;didok;geschaeft;kategorie;ebene;bahnhof;offen;url;email;tel;beschreibung;payment_accepted;geo
https://lod.opentransportdata.swiss/place/8501026/geo-sbb-reisezentrum-4f59;http://lod.opentransportdata.swiss/didok/8501026;SBB Reisezentrum;Dienstleistungen;Einkaufsgalerie;Genève-Aéroport;Mo-So 07:30-20:15;;;;;;POINT(6.110279284797596 46.231199026586424)
https://lod.opentransportdata.swiss/place/8501026/geo-fundservice-a9a0;http://lod.opentransportdata.swiss/didok/8501026;Fundservice;SBB Services;Einkaufsgalerie;Genève-Aéroport;Mo-So 07:30-20:15;;;;;;POINT(6.11049822292662 46.231344297128636)
https://lod.opentransportdata.swiss/place/8501026/geo-chicoree-7578;http://lod.opentransportdata.swiss/didok/8501026;Chicorée;Bekleidung;Einkaufsgalerie;Genève-Aéroport;Mo-So 09:00-20:00;http://www.chicoree.ch/;public@chicoree.ch;+41 22 799 33 04;;;POINT(6.110993121224825 46.23174140359159)
https://lod.opentransportdata.swiss/place/8501026/geo-migros-ddf1;http://lod.opentransportdata.swiss/didok/8501026;Migros;Lebensmittel / Getränke;Einkaufsgalerie;Genève-Aéroport;Mo-So 08:00-21:00;http://www.migros.ch;;+41 22 791 74 40;;;POINT(6.112232180540305 46.232713837115924)
https://lod.opentransportdata.swiss/place/8501026/geo-stockout-grieder-26e7;http://lod.opentransportdata.swiss/didok/8501026;Manor;Bücher / Papeterie / Bilder;Einkaufsgalerie;Genève-Aéroport;Mo-So 09:00-20:00;https://www.manor.ch;;022 909 47 95;;;POINT(6.111284186930227 46.23192656398696)
https://lod.opentransportdata.swiss/place/8501026/geo-billettschalter-1f01;http://lod.opentransportdata.swiss/didok/8501026;Billette, Abonnemente, Freizeitangebote;SBB Services;Einkaufsgalerie;Genève-Aéroport;Mo-So 07:30-20:15;;;;;;POINT(6.110332650687836 46.23126471957878)
https://lod.opentransportdata.swiss/place/8501026/geo-western-union-4c32;http://lod.opentransportdata.swiss/didok/8501026;Western Union;SBB Services;Einkaufsgalerie;Genève-Aéroport;Mo-So 07:30-20:15;;;;;;POINT(6.110389549228198 46.23125349240075)
https://lod.opentransportdata.swiss/place/8501026/geo-inside-africa-ff4a;http://lod.opentransportdata.swiss/didok/8501026;Inside Africa;Lebensmittel / Getränke;Einkaufsgalerie;Genève-Aéroport;So 10:00-19:00;http://www.insideafrica.ch;info@insideafrica.ch;+41 22 900 19 00;;;POINT(6.1117895578887325 46.23252815064356)
https://lod.opentransportdata.swiss/place/8501026/geo-inside-africa-ff4a;http://lod.opentransportdata.swiss/didok/8501026;Inside Africa;Lebensmittel / Getränke;Einkaufsgalerie;Genève-Aéroport;Mo-Sa 09:00-20:00;http://www.insideafrica.ch;info@insideafrica.ch;+41 22 900 19 00;;;POINT(6.1117895578887325 46.23252815064356)
https://lod.opentransportdata.swiss/place/8501026/geo-la-rotisserie-f792;http://lod.opentransportdata.swiss/didok/8501026;The Grill;Restaurants / Take-Away;Einkaufsgalerie;Genève-Aéroport;Mo-So 07:30-21:00;http://www.bisa.ch/points-de-vente/;thegrill@bisa.ch;+41 22 798 11 30;;;POINT(6.112005205716423 46.232398977387845)
https://lod.opentransportdata.swiss/place/8501120/geo-fundbuero-b8c7;http://lod.opentransportdata.swiss/didok/8501120;Fundservice;SBB Services;Stadtebene;Lausanne;Sa-So 09:00-13:00;;;;;;POINT(6.629933919003431 46.51691681587683)
https://lod.opentransportdata.swiss/place/8501120/geo-dhl-pickpost-20b0;http://lod.opentransportdata.swiss/didok/8501120;DHL / PickPost;SBB Services;Stadtebene;Lausanne;Sa-So 09:00-13:00;;;;;;POINT(6.6299895846141865 46.51690782200017)
https://lod.opentransportdata.swiss/place/8501120/geo-snap-bar-billard-2330;http://lod.opentransportdata.swiss/didok/8501120;SNAP;Restaurants / Take-Away;Unterführung;Lausanne;Sa 14:00-01:00;https://www.facebook.com/snapbillard/;;+41 21 601 44 24;;;POINT(6.6287482900982075 46.51627947688001)
https://lod.opentransportdata.swiss/place/8501120/geo-rent-a-bike-96e9;http://lod.opentransportdata.swiss/didok/8501120;Velovermietung;SBB Services;Stadtebene;Lausanne;Sa-So 14:00-18:30;http://www.rentabike.ch/home;;;;;POINT(6.63000226836185 46.51689449710887)
https://lod.opentransportdata.swiss/place/8501120/geo-coop-d302;http://lod.opentransportdata.swiss/didok/8501120;Coop;Lebensmittel / Getränke;Stadtebene;Lausanne;Mo-So 05:30-00:00;http://www.coop.ch/;;;;American Express, Dinersclub, Euro, Maestro, MasterCard, PostFinance, Supercard, Twint, Visa;POINT(6.6288136785821274 46.51706326615647)
https://lod.opentransportdata.swiss/place/8501120/geo-gepaeckaufgabe-292f;http://lod.opentransportdata.swiss/didok/8501120;Gepäck;SBB Services;Stadtebene;Lausanne;Sa-So 14:00-18:30;;;;;;POINT(6.629960291220473 46.516907613170844)
https://lod.opentransportdata.swiss/place/8501120/geo-six-1db9;http://lod.opentransportdata.swiss/didok/8501120;Six;Schmuck / Uhren / Optik;Stadtebene;Lausanne;Mo-Fr 07:30-21:00;http://www.click-six.com/;;+41 21 312 63 05;;Euro, Maestro, MasterCard, PostFinance, Visa Railcity;POINT(6.6293146523579125 46.51693855913873)
https://lod.opentransportdata.swiss/place/8501120/geo-western-union-f1ca;http://lod.opentransportdata.swiss/didok/8501120;Western Union;SBB Services;Stadtebene;Lausanne;Sa 09:00-18:00;;;;;;POINT(6.629496929605224 46.51694218349788)
https://lod.opentransportdata.swiss/place/8501120/geo-western-union-f1ca;http://lod.opentransportdata.swiss/didok/8501120;Western Union;SBB Services;Stadtebene;Lausanne;Mo-Fr 08:00-18:30;;;;;;POINT(6.629496929605224 46.51694218349788)
https://lod.opentransportdata.swiss/place/8501120/geo-inside-africa-4109;http://lod.opentransportdata.swiss/didok/8501120;Inside Africa;Lebensmittel / Getränke;Stadtebene;Lausanne;Sa 09:00-20:00;http://www.insideafrica.ch;;+41 21 312 30 03;;Euro, Maestro, MasterCard, PostFinance, Visa;POINT(6.629395896173291 46.51709341483624)
https://lod.opentransportdata.swiss/place/8501120/geo-aloc-cars-location-de-vehicule-8b75;http://lod.opentransportdata.swiss/didok/8501120;Aloc Cars Location de véhicule;Dienstleistungen;Stadtebene;Lausanne;So 15:00-18:00;http://www.aloccars.ch;info@loccars.ch;+41 21 311 12 06;;American Express, Dollar, Euro, Maestro, MasterCard, Pfund, PostFinance, Visa Railcity;POINT(6.630534696637126 46.51687136192531)
https://lod.opentransportdata.swiss/place/8501300/geo-western-union-3638;http://lod.opentransportdata.swiss/didok/8501300;Western Union;SBB Services;Stadtebene;Montreux;Sa-So 08:00-18:00;;;;;;POINT(6.9102441138791715 46.4360906793365)
https://lod.opentransportdata.swiss/place/8501300/geo-billettschalter-025a;http://lod.opentransportdata.swiss/didok/8501300;Billette, Abonnemente, Freizeitangebote;SBB Services;Stadtebene;Montreux;Fr 07:00-20:00;;;;;;POINT(6.910302406463462 46.43604163051669)
https://lod.opentransportdata.swiss/place/8501300/geo-billettschalter-025a;http://lod.opentransportdata.swiss/didok/8501300;Billette, Abonnemente, Freizeitangebote;SBB Services;Stadtebene;Montreux;Sa-So 08:00-18:00;;;;;;POINT(6.910302406463462 46.43604163051669)
https://lod.opentransportdata.swiss/place/8501300/geo-fundbuero-7ce9;http://lod.opentransportdata.swiss/didok/8501300;Fundservice;SBB Services;Stadtebene;Montreux;Sa-So 08:00-18:00;;;;;;POINT(6.91027138006743 46.436016405316046)
https://lod.opentransportdata.swiss/place/8501300/geo-geldwechsel-6373;http://lod.opentransportdata.swiss/didok/8501300;Geldwechsel;SBB Services;Zwischengeschoss;Montreux;Mo-Do 07:00-19:00;;;;;;POINT(6.911052561304388 46.436312238842966)
https://lod.opentransportdata.swiss/place/8501300/geo-fundbuero-c532;http://lod.opentransportdata.swiss/didok/8501300;Fundservice;Dienstleistungen;Zwischengeschoss;Montreux;Mo-Do 07:00-19:00;;;;;;POINT(6.911093543322092 46.43627547489185)
https://lod.opentransportdata.swiss/place/8501506/geo-sbb-reisezentrum-eb7b;http://lod.opentransportdata.swiss/didok/8501506;SBB Reisezentrum;Dienstleistungen;Stadtebene;Sion;So 08:30-12:00;;;;;;POINT(7.359254296958396 46.22750606133486)
https://lod.opentransportdata.swiss/place/8501506/geo-postfinance-9a56;http://lod.opentransportdata.swiss/didok/8501506;PostFinance;Automaten;Stadtebene;Sion;So 13:45-18:00;https://www.postfinance.ch/fr.html;;;;;POINT(7.35870149062754 46.22736808608731)
https://lod.opentransportdata.swiss/place/8501506/geo-fundbuero-1847;http://lod.opentransportdata.swiss/didok/8501506;Fundservice;SBB Services;Stadtebene;Sion;So 13:30-17:30;;;;;;POINT(7.359297744000039 46.22753475572747)
https://lod.opentransportdata.swiss/place/8501506/geo-le-panetier-6d89;http://lod.opentransportdata.swiss/didok/8501506;Le Panetier;Lebensmittel / Getränke;Stadtebene;Sion;Mo-So 05:30-20:00;http://www.bisa.ch/points-de-vente/le-panetier/le-panetier-sion/;;+41 27 322 52 20;;;POINT(7.358552960451686 46.22737314974632)
https://lod.opentransportdata.swiss/place/8501506/geo-gepaeckaufbewahrung-2702;http://lod.opentransportdata.swiss/didok/8501506;Gepäckaufbewahrung;SBB Services;Stadtebene;Sion;So 08:30-12:00;;;;;;POINT(7.359197084259677 46.227484597928175)
https://lod.opentransportdata.swiss/place/8501506/geo-k-kiosk-b1b0;http://lod.opentransportdata.swiss/didok/8501506;K Kiosk;Kioske / Tabakwaren;Stadtebene;Sion;Mo-Fr 05:45-20:00;http://www.kkiosk.ch/;;;"Gönn dir was!
k kiosk ist der persönliche Garant für Sofortgenuss in greifbarer Nähe, welcher die kleinen Alltagssünden schnell und unkompliziert mit attraktiven Alltagsfreuden erlebbar macht";;POINT(7.359122965676092 46.22743621197789)
https://lod.opentransportdata.swiss/place/8501506/geo-western-union-d933;http://lod.opentransportdata.swiss/didok/8501506;Western Union;SBB Services;Stadtebene;Sion;So 13:30-17:30;;;;;;POINT(7.3592887851780535 46.22755911414801)
https://lod.opentransportdata.swiss/place/8501506/geo-gepaeckaufgabe-797d;http://lod.opentransportdata.swiss/didok/8501506;Gepäck;SBB Services;Stadtebene;Sion;Mo-Fr 07:00-19:00;;;;;;POINT(7.35925909174673 46.22753137460355)
https://lod.opentransportdata.swiss/place/8501506/geo-aufgabezeiten-fluggepaeck-nach-zuerich-flughafen-8db9;http://lod.opentransportdata.swiss/didok/8501506;Aufgabezeiten Fluggepäck nach Zürich Flughafen;SBB Services;Stadtebene;Sion;So 08:30-12:00;;;;;;POINT(7.359343870728877 46.2275598240154)
https://lod.opentransportdata.swiss/place/8501506/geo-coop-fe96;http://lod.opentransportdata.swiss/didok/8501506;Coop;Lebensmittel / Getränke;Stadtebene;Sion;Mo-So 05:00-23:00;http://www.coop.ch/;;;;;POINT(7.358854333952304 46.22740173189941)
https://lod.opentransportdata.swiss/place/8501605/geo-western-union-a2ea;http://lod.opentransportdata.swiss/didok/8501605;Western Union;SBB Services;Stadtebene;Visp;Sa 08:00-17:30;;;;;;POINT(7.88197559754558 46.29374066480968)
https://lod.opentransportdata.swiss/place/8501605/geo-fundbuero-9e4d;http://lod.opentransportdata.swiss/didok/8501605;Fundservice;SBB Services;Stadtebene;Visp;So 13:30-17:30;;;;;;POINT(7.882007373579802 46.29375127237575)
https://lod.opentransportdata.swiss/place/8501605/geo-fundbuero-9e4d;http://lod.opentransportdata.swiss/didok/8501605;Fundservice;SBB Services;Stadtebene;Visp;Mo-Fr 07:00-18:30;;;;;;POINT(7.882007373579802 46.29375127237575)
https://lod.opentransportdata.swiss/place/8501605/geo-sbb-reisezentrum-0fdb;http://lod.opentransportdata.swiss/didok/8501605;SBB Reisezentrum;Dienstleistungen;Stadtebene;Visp;So 08:00-12:00;;;;;;POINT(7.881902841880151 46.29373900509407)
https://lod.opentransportdata.swiss/place/8501605/geo-billettschalter-3802;http://lod.opentransportdata.swiss/didok/8501605;Billette, Abonnemente, Freizeitangebote;SBB Services;Stadtebene;Visp;Mo-Fr 07:00-18:30;;;;;;POINT(7.881904522167892 46.29376383451411)
https://lod.opentransportdata.swiss/place/8501605/geo-aufgabezeiten-fluggepaeck-nach-zuerich-flughafen-1c17;http://lod.opentransportdata.swiss/didok/8501605;Aufgabezeiten Fluggepäck nach Zürich Flughafen;SBB Services;Stadtebene;Visp;Sa 08:00-17:30;;;;;;POINT(7.88193843151735 46.29372169404443)
https://lod.opentransportdata.swiss/place/8501605/geo-aufgabezeiten-fluggepaeck-nach-zuerich-flughafen-1c17;http://lod.opentransportdata.swiss/didok/8501605;Aufgabezeiten Fluggepäck nach Zürich Flughafen;SBB Services;Stadtebene;Visp;So 13:30-17:30;;;;;;POINT(7.88193843151735 46.29372169404443)
https://lod.opentransportdata.swiss/place/8501609/geo-k-kiosk-b5ee;http://lod.opentransportdata.swiss/didok/8501609;K Kiosk;Kioske / Tabakwaren;Stadtebene;Brig;Fr 05:30-21:00;http://www.kkiosk.ch/;info@kkiosk.ch;+41 27 923 26 34;"Gönn dir was!
k kiosk ist der persönliche Garant für Sofortgenuss in greifbarer Nähe, welcher die kleinen Alltagssünden schnell und unkompliziert mit attraktiven Alltagsfreuden erlebbar macht.";;POINT(7.988050852898454 46.31930900015546)
https://lod.opentransportdata.swiss/place/8501609/geo-sbb-reisezentrum-41a7;http://lod.opentransportdata.swiss/didok/8501609;SBB Reisezentrum;Dienstleistungen;Stadtebene;Brig;Sa 07:00-18:00;;;;;;POINT(7.988335641721857 46.319342565565115)
https://lod.opentransportdata.swiss/place/8501609/geo-sbb-reisezentrum-41a7;http://lod.opentransportdata.swiss/didok/8501609;SBB Reisezentrum;Dienstleistungen;Stadtebene;Brig;So 13:13-18:00;;;;;;POINT(7.988335641721857 46.319342565565115)
https://lod.opentransportdata.swiss/place/8501609/geo-gepaeck-a9bb;http://lod.opentransportdata.swiss/didok/8501609;Gepäck;SBB Services;Stadtebene;Brig;So 13:30-17:30;;;;;;POINT(7.988418303649621 46.31931278271834)
https://lod.opentransportdata.swiss/place/8501609/geo-fundbuero-c782;http://lod.opentransportdata.swiss/didok/8501609;Fundservice;SBB Services;Stadtebene;Brig;So 08:00-12:00;;;;;;POINT(7.9884033051088545 46.31936459954554)
https://lod.opentransportdata.swiss/place/8501609/geo-cut-club-b096;http://lod.opentransportdata.swiss/didok/8501609;Cut Club;Dienstleistungen;Stadtebene;Brig;Mo-Fr 08:00-20:00;http://cut-club.ch/salons/cutclub_brigglis;brig@cut-club.ch;+41 27 923 34 49;;;POINT(7.987847191892256 46.31932707928941)
https://lod.opentransportdata.swiss/place/8501609/geo-rent-a-bike-98bf;http://lod.opentransportdata.swiss/didok/8501609;Velovermietung;SBB Services;Stadtebene;Brig;Mo-Fr 07:00-18:30;http://www.rentabike.ch/home;;;;;POINT(7.988415366029535 46.31934227663761)
https://lod.opentransportdata.swiss/place/8501609/geo-geldwechsel-b134;http://lod.opentransportdata.swiss/didok/8501609;Geldwechsel;SBB Services;Stadtebene;Brig;Sa 07:00-17:30;;;;;;POINT(7.988369831911431 46.31936390243966)
https://lod.opentransportdata.swiss/place/8501609/geo-western-union-2e1e;http://lod.opentransportdata.swiss/didok/8501609;Western Union;SBB Services;Stadtebene;Brig;So 13:30-17:30;;;;;;POINT(7.988340768961999 46.31930410368184)
https://lod.opentransportdata.swiss/place/8501609/geo-western-union-2e1e;http://lod.opentransportdata.swiss/didok/8501609;Western Union;SBB Services;Stadtebene;Brig;So 08:00-12:00;;;;;;POINT(7.988340768961999 46.31930410368184)
https://lod.opentransportdata.swiss/place/8501609/geo-billettschalter-ed1e;http://lod.opentransportdata.swiss/didok/8501609;Billette, Abonnemente, Freizeitangebote;SBB Services;Stadtebene;Brig;Sa 07:00-17:30;;;;;;POINT(7.988337383400864 46.31936495939942)
https://lod.opentransportdata.swiss/place/8502113/geo-western-union-b489;http://lod.opentransportdata.swiss/didok/8502113;Western Union;SBB Services;Untergeschoss;Aarau;So 08:00-18:00;;;;;;POINT(8.05133372057935 47.39134242605786)
https://lod.opentransportdata.swiss/place/8502113/geo-burger-king-74cc;http://lod.opentransportdata.swiss/didok/8502113;Burger King;Restaurants / Take-Away;Untergeschoss;Aarau;Fr-Sa 10:00-02:00;https://de.burger-king.ch;burgerking.aarau@ssp-ch.com;043 816 85 98;;American Express, Dinersclub, Dollar, Euro, Lunch-Checks, Maestro, MasterCard, PostFinance, Visa;POINT(8.05063885335335 47.391297733606436)
https://lod.opentransportdata.swiss/place/8502113/geo-iphone-klinik-97f5;http://lod.opentransportdata.swiss/didok/8502113;iPhone Klinik;Dienstleistungen;Untergeschoss;Aarau;Mo-Fr 09:00-20:00;http://www.iklinik.ch;;;"In Aarau am Bahnhof befindet sich eine unserer grössten iPhone Kliniken. Der SBB Verkehrsknotenpunkt macht es möglich den Store ohne Probleme schnell und sicher zu erreichen. Der Store ist 365 Tage im Jahr geöffnet und bietet einen rund um die Uhr Reparaturservice für ihr Smartphone oder Tablet. Ob iPhone, iPod Touch, iPad, Samsung Smartphone, Nokia Lumia, HTC, Sony Xperia oder HTC one, wir bieten einen zuverlässigen Reparaturservice für fast alle Probleme.

Unsere qualifizierten Techniker werden Sie mit Professionalität und Schnelligkeit überzeugen. Während der Reparatur können Sie durch unsere grosse Auswahl an Zubehör rumstöbern und vielleicht finden Sie ja etwas, das Ihr Gerät vor einer nächsten Reparatur bewahrt. Wir freuen uns auf Ihren Besuch!";;POINT(8.051093002642741 47.39150444926584)
https://lod.opentransportdata.swiss/place/8502113/geo-billettschalter-8d76;http://lod.opentransportdata.swiss/didok/8502113;Billette, Abonnemente, Freizeitangebote;SBB Services;Untergeschoss;Aarau;Mo-Fr 06:30-20:00;;;;;;POINT(8.051382126832843 47.391320430159745)
https://lod.opentransportdata.swiss/place/8502113/geo-aar-busbahn-622e;http://lod.opentransportdata.swiss/didok/8502113;Aargau Verkehr AG (AVA);Dienstleistungen;Stadtebene;Aarau;Di 05:15-23:45;http://www.aar.ch;aarau@aar.ch;+41 62 8328383;;;POINT(8.052675086841022 47.39099236887909)
https://lod.opentransportdata.swiss/place/8502113/geo-aar-busbahn-622e;http://lod.opentransportdata.swiss/didok/8502113;Aargau Verkehr AG (AVA);Dienstleistungen;Stadtebene;Aarau;Di 05:15-23:45;http://www.aar.ch;aarau@aar.ch;+41 62 8328393;;;POINT(8.052675086841022 47.39099236887909)
https://lod.opentransportdata.swiss/place/8502113/geo-press-and-books-9dac;http://lod.opentransportdata.swiss/didok/8502113;Press & Books;Kioske / Tabakwaren;Untergeschoss;Aarau;Mo-Do 05:45-22:00;http://www.pressbooks.ch/;info@pressbooks.ch;+41 62 823 54 17;;;POINT(8.051799457508713 47.39146130588642)
https://lod.opentransportdata.swiss/place/8502113/geo-gidor-coiffeur-9d2c;http://lod.opentransportdata.swiss/didok/8502113;Gidor Coiffure;Dienstleistungen;Untergeschoss;Aarau;Mo-Sa 08:00-20:00;http://www.gidor.ch/de/;;+41 62 823 42 82;"GIDOR Coiffure im Bahnhof in Aarau. Bedienung ohne Voranmeldung. 
Besuchen Sie uns und lassen Sie sich individuell beraten und in die Welt der aktuellen Frisurentrends einführen  – wir freuen uns auf Sie!
Bei uns sammeln Sie Coop Supercard Punkte!";American Express, Dinersclub, Maestro, MasterCard, PostFinance, V Pay, Visa;POINT(8.052243247978508 47.39175576976452)
https://lod.opentransportdata.swiss/place/8502204/geo-aufgabezeiten-fluggepaeck-nach-zuerich-flughafen-9a21;http://lod.opentransportdata.swiss/didok/8502204;Aufgabezeiten Fluggepäck nach Zürich Flughafen;SBB Services;Stadtniveau;Zug;Mo-So 08:00-19:00;;;;;;POINT(8.515390400948613 47.17365697192365)
https://lod.opentransportdata.swiss/place/8502204/geo-zugerberg-bahn-c1d4;http://lod.opentransportdata.swiss/didok/8502204;Zugerberg Bahn;Dienstleistungen;Stadtniveau;Zug;Mo-Fr 09:00-19:00;http://www.zbb.ch/;;+41 41 7285860;;;POINT(8.515574291608102 47.17359271948827)
https://lod.opentransportdata.swiss/place/8502204/geo-big-babas-doener-kebab-5a45;http://lod.opentransportdata.swiss/didok/8502204;Big Baba’s  Döner Kebab;Restaurants / Take-Away;Stadtniveau;Zug;Mo-Fr 09:00-22:00;http://www.stadtzug.ch/de/kulturfreizeit/freizeit/restaurants/welcome.php?action=showunternehmen&unternehmen_id=34488;;;;;POINT(8.514698941656256 47.17361014794006)
https://lod.opentransportdata.swiss/place/8502204/geo-big-babas-doener-kebab-5a45;http://lod.opentransportdata.swiss/didok/8502204;Big Baba’s  Döner Kebab;Restaurants / Take-Away;Stadtniveau;Zug;Sa 09:00-21:00;http://www.stadtzug.ch/de/kulturfreizeit/freizeit/restaurants/welcome.php?action=showunternehmen&unternehmen_id=34488;;;;;POINT(8.514698941656256 47.17361014794006)
https://lod.opentransportdata.swiss/place/8502204/geo-zugerland-verkehrsbetriebe-3159;http://lod.opentransportdata.swiss/didok/8502204;Zugerland Verkehrsbetriebe;Dienstleistungen;Stadtniveau;Zug;Sa 13:00-16:00;http://www.zvb.ch;;+41 41 7285860;;;POINT(8.51553313249507 47.1735796112753)
https://lod.opentransportdata.swiss/place/8502204/geo-zugerland-verkehrsbetriebe-3159;http://lod.opentransportdata.swiss/didok/8502204;Zugerland Verkehrsbetriebe;Dienstleistungen;Stadtniveau;Zug;Sa 09:00-12:30;http://www.zvb.ch;;+41 41 7285860;;;POINT(8.51553313249507 47.1735796112753)
https://lod.opentransportdata.swiss/place/8502204/geo-zugersee-schiffahrt-5f18;http://lod.opentransportdata.swiss/didok/8502204;Zugersee Schiffahrt;Dienstleistungen;Stadtniveau;Zug;Sa 09:00-12:30;http://www.zugersee-schifffahrt.ch/startseite/;;+41 41 7285860;;;POINT(8.515536621162209 47.17362185794252)
https://lod.opentransportdata.swiss/place/8502204/geo-billettschalter-345e;http://lod.opentransportdata.swiss/didok/8502204;Billette, Abonnemente, Freizeitangebote;SBB Services;Stadtniveau;Zug;Sa-So 07:15-20:00;;;;;;POINT(8.515389003486996 47.17369180007502)
https://lod.opentransportdata.swiss/place/8502204/geo-western-union-f475;http://lod.opentransportdata.swiss/didok/8502204;Western Union;SBB Services;Stadtniveau;Zug;Sa-So 07:15-20:00;;;;;;POINT(8.515442489521426 47.1736548076941)
https://lod.opentransportdata.swiss/place/8502204/geo-blume-3000-3d66;http://lod.opentransportdata.swiss/didok/8502204;Blume 3000;Blumen;Stadtniveau;Zug;So 08:00-20:00;http://www.blume3000.ch/;blumen@blume3000.ch;+41 41 710 07 71;;;POINT(8.514882714894025 47.173556706721975)
https://lod.opentransportdata.swiss/place/8502204/geo-blume-3000-3d66;http://lod.opentransportdata.swiss/didok/8502204;Blume 3000;Blumen;Stadtniveau;Zug;Sa 07:00-20:00;http://www.blume3000.ch/;blumen@blume3000.ch;+41 41 710 07 71;;;POINT(8.514882714894025 47.173556706721975)
https://lod.opentransportdata.swiss/place/8502204/geo-coop-d083;http://lod.opentransportdata.swiss/didok/8502204;Coop;Lebensmittel / Getränke;Gleisniveau;Zug;So 07:00-22:00;http://www.coop.ch/;;+41 41 252 21 30;;;POINT(8.515480605109978 47.173374230859615)
https://lod.opentransportdata.swiss/place/8502204/geo-gepaeckaufgabe-73d7;http://lod.opentransportdata.swiss/didok/8502204;Gepäck;SBB Services;Stadtniveau;Zug;Mo-So 08:00-19:00;;;;;;POINT(8.515450994472909 47.17369122000861)
https://lod.opentransportdata.swiss/place/8502204/geo-baeckerei-hug-457c;http://lod.opentransportdata.swiss/didok/8502204;Bäckerei Hug;Restaurants / Take-Away;Gleisniveau;Zug;Mo-Fr 05:30-21:00;http://www.baeckerei-hug.ch;;+41 41 711 22 26;;;POINT(8.514939866244767 47.173398745941796)
https://lod.opentransportdata.swiss/place/8502204/geo-geldwechsel-8820;http://lod.opentransportdata.swiss/didok/8502204;Geldwechsel;SBB Services;Stadtniveau;Zug;Mo-Fr 06:45-21:00;;;;;;POINT(8.515418002445113 47.17369062916824)
https://lod.opentransportdata.swiss/place/8502204/geo-tourist-information-zug-d703;http://lod.opentransportdata.swiss/didok/8502204;Tourist Information Zug;Dienstleistungen;Stadtniveau;Zug;So 09:00-15:00;http://www.zug-tourismus.ch;tourism@zug.ch;+41 41 7236800;;;POINT(8.515577472575481 47.17361967651582)
https://lod.opentransportdata.swiss/place/8502204/geo-tourist-information-zug-d703;http://lod.opentransportdata.swiss/didok/8502204;Tourist Information Zug;Dienstleistungen;Stadtniveau;Zug;Sa 09:00-16:00;http://www.zug-tourismus.ch;tourism@zug.ch;+41 41 7236810;;;POINT(8.515577472575481 47.17361967651582)
https://lod.opentransportdata.swiss/place/8502204/geo-far-east-91ef;http://lod.opentransportdata.swiss/didok/8502204;Far East;Restaurants / Take-Away;Stadtniveau;Zug;Mo-So 09:00-22:00;;suan-long@chuan-li.ch;+41 41 7116806;;;POINT(8.515435901538966 47.17334918302417)
https://lod.opentransportdata.swiss/place/8503000/geo-chicoree-4ca4;http://lod.opentransportdata.swiss/didok/8503000;Chicorée;Bekleidung;Untergeschoss;Zürich HB;Sa 08:00-20:00;http://www.chicoree.ch/;info@chicoree.ch;+41 43 497 25 15;Chicorée bietet eine vielfältige Auswahl an aktuellen Fashion-Trends, Basics und Accessoires zum besten Preis. Bei jedem Besuch ein einmaliges Shoppingerlebnis.;;POINT(8.540637900123988 47.378077470578724)
https://lod.opentransportdata.swiss/place/8503000/geo-fust-dipl-ing-ag-7a7e;http://lod.opentransportdata.swiss/didok/8503000;Fust dipl. Ing. AG;Elektronik / Foto / Musik;Untergeschoss;Zürich HB;Sa-So 09:00-20:00;https://www.fust.ch;;+41 44 225 77 30;PC-Sofort-Hilfe: Wir lösen Ihre Computerprobleme in einem Arbeitstag. Zusätzlich bei uns erhältlich: Handys, Notebooks, Kopfhörer, TVs, etc.;;POINT(8.538902457339526 47.378768728680534)
https://lod.opentransportdata.swiss/place/8503000/geo-alfred-barth-ag-69dd;http://lod.opentransportdata.swiss/didok/8503000;Alfred Barth AG;Bücher / Papeterie / Bilder;Shopville/Aufgänge;Zürich HB;Mo-Fr 07:00-21:00;http://www.barthbuch.ch;taschenbuchladen@barthbuch.ch;+41 44 215 44 66;Leben Sie Ihre Lese-Leidenschaft und entdecken Sie Aussergewöhnliches und Klassisches.;;POINT(8.538807647070652 47.377358148658644)
https://lod.opentransportdata.swiss/place/8503000/geo-alfred-barth-ag-69dd;http://lod.opentransportdata.swiss/didok/8503000;Alfred Barth AG;Bücher / Papeterie / Bilder;Shopville/Aufgänge;Zürich HB;Sa 07:00-20:00;http://www.barthbuch.ch;taschenbuchladen@barthbuch.ch;+41 44 215 44 66;Leben Sie Ihre Lese-Leidenschaft und entdecken Sie Aussergewöhnliches und Klassisches.;;POINT(8.538807647070652 47.377358148658644)
https://lod.opentransportdata.swiss/place/8503000/geo-blumen-kraemer-c4c0;http://lod.opentransportdata.swiss/didok/8503000;Blumen Krämer;Blumen;Shopville/Aufgänge;Zürich HB;So 09:00-20:00;http://www.blumenkraemer.ch;shopville@blumenkraemer.ch;+41 44 211 78 10;Die Zufriedenheit unserer Kunden ist unser Ziel und Ansporn zugleich. Durch Blumen, Pflanzen und Accessoires wecken wir Freude und Emotionen.;;POINT(8.5386862849865 47.37738089275253)
https://lod.opentransportdata.swiss/place/8503000/geo-bahnhofshilfe-1493;http://lod.opentransportdata.swiss/didok/8503000;Bahnhofhilfe;SBB Services;Zwischengeschoss;Zürich HB;Mo-Sa 07:00-20:30;https://www.bahnhofhilfe.ch;;+41 44 211 92 77;Die Bahnhofhilfe steht kostenlos allen Reisenden zur Verfügung, die Unterstützung benötigen oder sich in Schwierigkeiten befinden.;;POINT(8.539757276302103 47.37817457438981)
